zip,lat,lng
02871,41.58661,-71.25921
02872,41.59696,-71.32093
02873,41.53313,-71.78055
02874,41.50906,-71.47442
02875,41.45238,-71.64034
02876,41.99723,-71.58437
02878,41.60698,-71.18263
02879,41.42884,-71.53838
02881,41.47808,-71.52472
02882,41.41709,-71.47227
02885,41.72514,-71.25880
02886,41.70543,-71.45438
02888,41.74767,-71.40612
02889,41.70059,-71.37693
02891,41.35777,-71.78962
02892,41.49712,-71.59420
02893,41.67960,-71.52111
02894,41.44425,-71.69930
02895,42.00171,-71.49995
02896,41.97519,-71.54407
02898,41.51764,-71.66852
02903,41.81823,-71.40909
02904,41.85833,-71.43629
02905,41.78473,-71.39610
02906,41.84017,-71.39041
02907,41.79859,-71.42463
02908,41.83982,-71.43679
02909,41.82120,-71.45338
02910,41.77500,-71.43559
02911,41.85489,-71.47281
02912,41.82559,-71.40224
02914,41.81512,-71.36577
02915,41.77285,-71.35484
02916,41.84266,-71.35244
02917,41.90629,-71.52381
02919,41.82744,-71.51988
02920,41.76734,-71.46551
02921,41.76075,-71.51465
03031,42.87482,-71.60053
03032,42.99706,-71.36581
03033,42.74926,-71.67567
03034,43.05689,-71.34064
03036,42.98453,-71.25510
03037,43.14127,-71.24820
03038,42.88761,-71.28205
03042,43.05103,-71.08825
03043,42.99413,-71.81610
03044,43.00037,-71.11916
03045,43.02152,-71.56346
03046,43.11247,-71.60748
03047,42.93632,-71.86713
03048,42.74287,-71.76175
03049,42.74962,-71.58540
03051,42.76050,-71.40939
03052,42.84608,-71.46828
03053,42.86859,-71.38725
03054,42.85203,-71.51988
03055,42.81864,-71.67335
03057,42.90888,-71.69420
03060,42.74109,-71.45827
03062,42.72232,-71.50118
03063,42.78210,-71.51837
03064,42.77938,-71.47492
03070,42.98121,-71.67752
03071,42.74626,-71.87443
03076,42.73099,-71.33707
03077,43.03804,-71.20511
03079,42.78827,-71.22173
03082,42.89641,-71.76833
03084,42.82672,-71.87542
03086,42.83223,-71.75961
03087,42.81109,-71.30269
03101,42.98903,-71.46611
03102,43.01191,-71.49106
03103,42.95091,-71.44656
03104,43.00955,-71.43978
03106,43.08124,-71.44662
03109,42.96373,-71.40035
03110,42.93558,-71.53687
03215,43.94283,-71.44805
03216,43.44459,-71.79772
03217,43.72597,-71.64258
03218,43.33688,-71.27384
03220,43.47445,-71.48221
03221,43.25813,-71.96024
03222,43.64372,-71.79928
03223,43.85544,-71.68549
03224,43.36249,-71.55802
03225,43.35983,-71.24536
03226,43.71139,-71.50378
03227,43.84119,-71.48085
03229,43.20219,-71.69679
03230,43.50865,-71.89024
03231,43.47334,-71.76234
03233,43.42400,-71.93119
03234,43.20481,-71.34856
03235,43.44897,-71.67417
03237,43.42306,-71.38722
03238,43.98438,-71.91126
03240,43.57469,-71.95192
03241,43.74294,-71.81105
03242,43.16941,-71.83120
03243,43.52831,-71.76919
03244,43.12812,-71.91698
03245,43.76176,-71.58253
03246,43.57653,-71.48226
03249,43.51950,-71.37584
03251,44.10082,-71.49405
03253,43.63121,-71.49859
03254,43.72051,-71.36858
03255,43.31403,-72.02455
03256,43.62344,-71.63255
03257,43.41772,-71.99061
03258,43.26526,-71.40883
03259,43.87571,-71.39502
03260,43.33502,-71.91836
03261,43.21369,-71.21768
03262,43.99989,-71.71445
03263,43.28850,-71.30937
03264,43.73877,-71.70262
03266,43.78287,-71.88474
03268,43.38610,-71.77292
03269,43.52419,-71.60161
03273,43.30198,-71.92695
03275,43.17002,-71.42071
03276,43.43103,-71.57600
03278,43.30893,-71.83551
03279,43.96580,-71.85912
03280,43.19005,-72.09387
03281,43.07829,-71.70351
03282,43.85872,-71.92372
03284,43.47294,-72.01312
03285,43.94788,-71.63578
03287,43.44328,-71.92245
03290,43.12985,-71.13186
03291,43.17917,-71.14261
03293,43.97062,-71.67991
03301,43.23860,-71.55626
03303,43.31172,-71.66538
03304,43.13318,-71.53724
03307,43.33399,-71.44666
03431,42.96504,-72.29480
03440,43.05029,-71.98197
03441,42.78069,-72.44703
03442,43.02028,-71.90371
03443,42.86940,-72.46617
03444,42.88928,-72.06985
03445,43.02062,-72.21437
03446,42.85827,-72.29636
03447,42.75321,-72.15303
03448,43.05392,-72.27362
03449,42.97734,-71.99782
03450,42.94854,-72.06899
03451,42.80930,-72.50482
03452,42.82925,-72.05990
03455,42.90177,-72.17291
03456,43.13854,-72.20877
03457,42.99948,-72.12170
03458,42.86837,-71.94010
03461,42.75666,-72.01325
03462,42.89261,-72.39017
03464,43.09082,-72.12682
03465,42.82880,-72.18894
03466,42.89040,-72.50299
03467,42.96807,-72.43086
03470,42.77134,-72.35422
03561,44.34335,-71.79512
03570,44.50460,-71.15547
03574,44.26044,-71.60920
03575,44.31367,-71.40283
03576,44.91244,-71.38511
03579,44.96477,-71.02556
03580,44.16345,-71.69330
03581,44.28976,-71.15220
03582,44.56505,-71.44298
03583,44.39674,-71.46469
03584,44.48385,-71.54587
03585,44.22242,-71.87717
03586,44.21841,-71.80024
03588,44.62304,-71.21185
03590,44.71505,-71.52754
03592,45.11624,-71.26111
03593,44.30140,-71.29983
03595,44.30527,-71.49738
03597,44.74494,-71.38133
03598,44.37895,-71.62886
03601,43.23884,-72.28612
03602,43.14083,-72.34757
03603,43.24663,-72.38389
03604,43.12732,-72.37684
03605,43.23656,-72.18487
03607,43.19651,-72.26835
03608,43.07644,-72.39597
03609,43.14393,-72.44645
03740,44.18448,-71.97884
03741,43.67686,-72.00709
03743,43.36073,-72.32693
03745,43.47598,-72.33124
03746,43.49432,-72.25743
03748,43.58910,-72.13214
03750,43.72102,-72.18521
03751,43.44974,-72.09229
03752,43.27209,-72.10103
03753,43.51659,-72.14909
03754,43.37746,-72.13839
03755,43.73243,-72.13916
03765,44.03522,-72.05020
03766,43.63257,-72.23482
03768,43.81663,-72.09430
03770,43.53129,-72.25881
03771,44.29660,-71.98068
03773,43.37134,-72.20279
03774,44.08266,-71.99711
03777,43.88333,-72.03384
03779,43.96185,-72.00129
03780,44.04180,-71.99093
03781,43.56006,-72.29935
03782,43.39010,-72.09314
03784,43.63833,-72.30649
03785,44.04699,-71.90721
03801,43.07481,-70.80544
03809,43.46473,-71.20018
03810,43.51256,-71.29489
03811,42.83911,-71.16719
03812,44.08113,-71.29724
03813,44.12750,-71.06069
03814,43.77094,-71.18151
03816,43.68223,-71.25121
03817,43.88717,-71.22940
03818,43.95945,-71.27425
03819,42.92789,-71.11989
03820,43.19066,-70.88765
03823,43.17461,-70.94145
03824,43.11706,-70.91881
03825,43.21557,-71.03898
03826,42.88808,-71.12985
03827,42.90368,-70.99555
03830,43.61412,-70.99356
03832,43.90696,-71.04752
03833,42.97878,-70.97968
03835,43.36692,-71.06250
03836,43.84204,-71.07516
03837,43.42225,-71.33609
03838,44.11067,-71.22328
03839,43.26299,-70.99117
03840,43.03973,-70.84562
03841,42.88187,-71.18236
03842,42.93960,-70.83673
03844,42.92481,-70.88624
03845,44.10536,-71.11582
03846,44.18762,-71.15576
03847,44.07198,-71.12394
03848,42.91373,-71.07359
03849,43.90246,-71.12987
03850,43.69063,-71.29761
03851,43.43728,-71.02525
03852,43.49500,-70.98603
03853,43.64285,-71.28279
03854,43.06215,-70.71707
03855,43.46369,-71.15214
03856,43.03851,-70.96795
03857,43.07091,-70.94694
03858,42.87037,-71.04591
03860,44.03572,-71.11723
03861,43.11920,-71.00708
03862,42.97993,-70.82944
03864,43.68993,-71.10344
03865,42.84560,-71.09326
03867,43.30168,-70.99177
03868,43.32424,-70.94018
03869,43.21981,-70.84311
03870,43.00870,-70.75831
03871,42.98095,-70.77736
03872,43.57053,-71.04335
03873,42.93402,-71.18361
03874,42.88312,-70.86082
03875,43.89508,-71.18927
03878,43.25348,-70.88794
03882,43.74673,-71.04191
03883,43.80877,-71.32004
